"LEEFTIJDCAT4P","GESLACHT","roker","zware_drinker","obesitas","bewegen_3cat","moeite_rondkomen_2cat","UITSPRAAKBUURT3_CAT","LFT0109","langdurig_ziek_numeriek","ethniciteit_numeriek","gehuwd_numeriek","gescheiden_numeriek","verweduwd_numeriek","nooit_gehuwd_numeriek","beperkt_degelijks_leven_numeriek","ernstig_beperkt_dagelijks_leven_numeriek","niet_beperkt_dagelijks_leven_numeriek","opleiding_hoog_numeriek","opleiding_laag_numeriek","opleiding_middel_numeriek","inkomen_kwint1_numeriek","inkomen_kwint2_numeriek","inkomen_kwint3_numeriek","inkomen_kwint4_numeriek","inkomen_kwint5_numeriek","niet_stedelijk_buurt_numeriek","stedelijk_buurt_numeriek","Freq","perc","MHI5_voorspeld","MHI5_voorspeld_absoluut"
"18-34","Vrouw","Rookt niet","Ja","Nee","0 - 4.5 uur","Nee (geen enkele moeite of geen moeite, maar wel opletten op uitgaven)","Neutraal",23.7777777777778,0.666666666666667,0,0,0,0,1,0.555555555555556,0.444444444444444,0,0.444444444444444,0.111111111111111,0.444444444444444,0,0,0.111111111111111,0.222222222222222,0.666666666666667,0.777777777777778,0.222222222222222,9,0.00011042673799416,-0.528469167876685,69.305349736031
"18-34","Vrouw","Rookt niet","Ja","Nee","0 - 4.5 uur","Nee (geen enkele moeite of geen moeite, maar wel opletten op uitgaven)","Ja",24.0642201834862,0.889908256880734,0.00917431192660551,0.146788990825688,0.00917431192660551,0,0.844036697247706,0.844036697247706,0.155963302752294,0,0.385321100917431,0.146788990825688,0.467889908256881,0.055045871559633,0.0825688073394495,0.146788990825688,0.284403669724771,0.431192660550459,0.853211009174312,0.146788990825688,109,0.00133739049348482,-0.255927626877784,73.6654687703796
"18-34","Vrouw","Rookt niet","Ja","Nee","0 - 4.5 uur","Nee (geen enkele moeite of geen moeite, maar wel opletten op uitgaven)","Nee",25.6,0.4,0,0,0,0,1,0.2,0.6,0.2,0.4,0,0.6,0,0.2,0,0.6,0.2,0.8,0.2,5,6.13481877745331e-05,-0.893889883679879,63.4593498466959
"18-34","Vrouw","Rookt niet","Ja","Nee","0 - 4.5 uur","Ja (enige of grote moeite)","Neutraal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18-34","Vrouw","Rookt niet","Ja","Nee","0 - 4.5 uur","Ja (enige of grote moeite)","Ja",24.2272727272727,0.863636363636364,0.0454545454545455,0.0909090909090909,0,0,0.909090909090909,0.818181818181818,0.136363636363636,0.0454545454545455,0.454545454545455,0.136363636363636,0.409090909090909,0.0454545454545455,0.136363636363636,0.0909090909090909,0.272727272727273,0.454545454545455,0.590909090909091,0.409090909090909,22,0.000269932026207946,-0.95234547250264,62.5241774522197
"18-34","Vrouw","Rookt niet","Ja","Nee","0 - 4.5 uur","Ja (enige of grote moeite)","Nee",20.2,0.6,0.2,0,0,0,1,0.4,0.6,0,0.2,0.4,0.4,0.4,0.2,0.2,0.2,0,0.6,0.4,5,6.13481877745331e-05,-1.53949603486137,53.1309439158352
"18-34","Vrouw","Rookt niet","Ja","Nee","10+ uur","Nee (geen enkele moeite of geen moeite, maar wel opletten op uitgaven)","Neutraal",22,0.888888888888889,0,0,0,0,1,1,0,0,0.333333333333333,0,0.666666666666667,0.111111111111111,0,0,0.444444444444444,0.444444444444444,0.444444444444444,0.555555555555556,9,0.00011042673799416,-0.322268455574592,72.6041483239799
"18-34","Vrouw","Rookt niet","Ja","Nee","10+ uur","Nee (geen enkele moeite of geen moeite, maar wel opletten op uitgaven)","Ja",23.1398601398601,0.867132867132867,0.013986013986014,0.034965034965035,0.00699300699300699,0,0.958041958041958,0.832167832167832,0.13986013986014,0.027972027972028,0.41958041958042,0.111888111888112,0.468531468531469,0.041958041958042,0.027972027972028,0.111888111888112,0.328671328671329,0.48951048951049,0.797202797202797,0.202797202797203,143,0.00175455817035165,-0.248549124106982,73.7835100431267
"18-34","Vrouw","Rookt niet","Ja","Nee","10+ uur","Nee (geen enkele moeite of geen moeite, maar wel opletten op uitgaven)","Nee",23.4166666666667,0.916666666666667,0,0,0,0,1,0.833333333333333,0.166666666666667,0,0.5,0.0833333333333333,0.416666666666667,0.25,0.0833333333333333,0,0.25,0.416666666666667,0.5,0.5,12,0.00014723565065888,-0.491739046854084,69.8929581395705
"18-34","Vrouw","Rookt niet","Ja","Nee","10+ uur","Ja (enige of grote moeite)","Neutraal",23.5,0,0,0,0,0,1,0.5,0.5,0,0,0,1,0,0.5,0,0.5,0,1,0,2,2.45392751098133e-05,-1.31755658593828,56.6815307811465
"18-34","Vrouw","Rookt niet","Ja","Nee","10+ uur","Ja (enige of grote moeite)","Ja",23.2162162162162,0.810810810810811,0.027027027027027,0.0540540540540541,0,0,0.945945945945946,0.810810810810811,0.162162162162162,0.027027027027027,0.459459459459459,0.0810810810810811,0.459459459459459,0.162162162162162,0.135135135135135,0.0540540540540541,0.351351351351351,0.297297297297297,0.702702702702703,0.297297297297297,37,0.000453976589531545,-0.927954889874898,62.9143779449016
"18-34","Vrouw","Rookt niet","Ja","Nee","10+ uur","Ja (enige of grote moeite)","Nee",21.125,0.625,0,0.125,0,0,0.875,0.5,0.375,0.125,0.375,0.25,0.375,0.25,0,0.125,0.125,0.5,0.375,0.625,8,9.8157100439253e-05,-1.39815102210315,55.3921811506385
"18-34","Vrouw","Rookt niet","Ja","Nee","4.5 - 10 uur","Nee (geen enkele moeite of geen moeite, maar wel opletten op uitgaven)","Neutraal",24.4166666666667,0.666666666666667,0.166666666666667,0.166666666666667,0,0,0.833333333333333,0.833333333333333,0.166666666666667,0,0.25,0,0.75,0.0833333333333333,0.166666666666667,0,0.416666666666667,0.333333333333333,0.75,0.25,12,0.00014723565065888,-0.392919444070122,71.4738739496373
"18-34","Vrouw","Rookt niet","Ja","Nee","4.5 - 10 uur","Nee (geen enkele moeite of geen moeite, maar wel opletten op uitgaven)","Ja",24.2222222222222,0.875,0.0347222222222222,0.0972222222222222,0,0,0.902777777777778,0.861111111111111,0.138888888888889,0,0.548611111111111,0.0416666666666667,0.409722222222222,0.0416666666666667,0.0486111111111111,0.111111111111111,0.222222222222222,0.576388888888889,0.8125,0.1875,144,0.00176682780790655,-0.198424927116784,74.5853968475287
"18-34","Vrouw","Rookt niet","Ja","Nee","4.5 - 10 uur","Nee (geen enkele moeite of geen moeite, maar wel opletten op uitgaven)","Nee",24.8571428571429,0.571428571428571,0,0,0,0,1,0.857142857142857,0.142857142857143,0,1,0,0,0,0.285714285714286,0,0.142857142857143,0.571428571428571,0.285714285714286,0.714285714285714,7,8.58874628843464e-05,-0.448230520801375,70.5890074533874
"18-34","Vrouw","Rookt niet","Ja","Nee","4.5 - 10 uur","Ja (enige of grote moeite)","Neutraal",23,0.666666666666667,0,0,0,0,1,0.666666666666667,0.333333333333333,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,3,3.68089126647199e-05,-1.13274826669721,59.6380939071773
"18-34","Vrouw","Rookt niet","Ja","Nee","4.5 - 10 uur","Ja (enige of grote moeite)","Ja",25,0.862068965517241,0.137931034482759,0.103448275862069,0.0344827586206897,0,0.862068965517241,0.862068965517241,0.137931034482759,0,0.482758620689655,0.172413793103448,0.344827586206897,0.241379310344828,0.0689655172413793,0.172413793103448,0.137931034482759,0.379310344827586,0.482758620689655,0.517241379310345,29,0.000355819489092292,-0.89849144707299,63.3857340446257
"18-34","Vrouw","Rookt niet","Ja","Nee","4.5 - 10 uur","Ja (enige of grote moeite)","Nee",26,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1.22696375549066e-05,-1.05486791409515,60.8840236342106
"18-34","Vrouw","Rookt niet","Ja","Ja","0 - 4.5 uur","Nee (geen enkele moeite of geen moeite, maar wel opletten op uitgaven)","Neutraal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18-34","Vrouw","Rookt niet","Ja","Ja","0 - 4.5 uur","Nee (geen enkele moeite of geen moeite, maar wel opletten op uitgaven)","Ja",30.1428571428571,0.428571428571429,0,0.428571428571429,0,0,0.571428571428571,0.428571428571429,0.571428571428571,0,0.714285714285714,0.142857142857143,0.142857142857143,0,0,0.285714285714286,0.571428571428571,0.142857142857143,0.571428571428571,0.428571428571429,7,8.58874628843464e-05,-0.492275734294162,69.8843722149647
"18-34","Vrouw","Rookt niet","Ja","Ja","0 - 4.5 uur","Nee (geen enkele moeite of geen moeite, maar wel opletten op uitgaven)","Nee",28,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1.22696375549066e-05,-1.12055922485514,59.8330941744808
"18-34","Vrouw","Rookt niet","Ja","Ja","0 - 4.5 uur","Ja (enige of grote moeite)","Neutraal",25,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1.22696375549066e-05,-1.24262180280775,57.880337293595
"18-34","Vrouw","Rookt niet","Ja","Ja","0 - 4.5 uur","Ja (enige of grote moeite)","Ja",26,0.5,0,0,0,0,1,0.5,0.5,0,0,0,1,0,0.5,0,0.5,0,1,0,2,2.45392751098133e-05,-1.27161287740523,57.4165381394718
"18-34","Vrouw","Rookt niet","Ja","Ja","0 - 4.5 uur","Ja (enige of grote moeite)","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18-34","Vrouw","Rookt niet","Ja","Ja","10+ uur","Nee (geen enkele moeite of geen moeite, maar wel opletten op uitgaven)","Neutraal",24.5,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0.5,0.5,0.5,0.5,2,2.45392751098133e-05,-0.436553385549488,70.7758182400726
"18-34","Vrouw","Rookt niet","Ja","Ja","10+ uur","Nee (geen enkele moeite of geen moeite, maar wel opletten op uitgaven)","Ja",29.5,0.833333333333333,0,0.333333333333333,0,0,0.666666666666667,0.833333333333333,0.166666666666667,0,0,0,1,0,0.166666666666667,0.166666666666667,0.166666666666667,0.5,0.666666666666667,0.333333333333333,6,7.36178253294398e-05,-0.289369781678907,73.1304612439541
"18-34","Vrouw","Rookt niet","Ja","Ja","10+ uur","Nee (geen enkele moeite of geen moeite, maar wel opletten op uitgaven)","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18-34","Vrouw","Rookt niet","Ja","Ja","10+ uur","Ja (enige of grote moeite)","Neutraal",29,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1.22696375549066e-05,-1.54367938045164,53.0640187613485
"18-34","Vrouw","Rookt niet","Ja","Ja","10+ uur","Ja (enige of grote moeite)","Ja",18,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1.22696375549066e-05,-1.38784718990335,55.5570218378101
"18-34","Vrouw","Rookt niet","Ja","Ja","10+ uur","Ja (enige of grote moeite)","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18-34","Vrouw","Rookt niet","Ja","Ja","4.5 - 10 uur","Nee (geen enkele moeite of geen moeite, maar wel opletten op uitgaven)","Neutraal",30,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1.22696375549066e-05,-0.494529924084407,69.8483096911547
"18-34","Vrouw","Rookt niet","Ja","Ja","4.5 - 10 uur","Nee (geen enkele moeite of geen moeite, maar wel opletten op uitgaven)","Ja",29.8571428571429,0.857142857142857,0,0.571428571428571,0,0,0.428571428571429,0.857142857142857,0.142857142857143,0,1,0,0,0.142857142857143,0,0.142857142857143,0.142857142857143,0.571428571428571,0.571428571428571,0.428571428571429,7,8.58874628843464e-05,-0.220238811560023,74.2364183673108
"18-34","Vrouw","Rookt niet","Ja","Ja","4.5 - 10 uur","Nee (geen enkele moeite of geen moeite, maar wel opletten op uitgaven)","Nee",28,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1.22696375549066e-05,-0.309877915274494,72.8023721632167
"18-34","Vrouw","Rookt niet","Ja","Ja","4.5 - 10 uur","Ja (enige of grote moeite)","Neutraal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18-34","Vrouw","Rookt niet","Ja","Ja","4.5 - 10 uur","Ja (enige of grote moeite)","Ja",20,0.666666666666667,0,0,0,0,1,0.666666666666667,0.333333333333333,0,0,0.333333333333333,0.666666666666667,0.333333333333333,0,0.333333333333333,0,0.333333333333333,0,1,3,3.68089126647199e-05,-1.2438706235432,57.8603586619368
"18-34","Vrouw","Rookt niet","Ja","Ja","4.5 - 10 uur","Ja (enige of grote moeite)","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18-34","Vrouw","Roker","Nee (drinkt minder vaak of niet)","Nee","0 - 4.5 uur","Nee (geen enkele moeite of geen moeite, maar wel opletten op uitgaven)","Neutraal",25.6470588235294,1,0.0588235294117647,0.0588235294117647,0,0,0.941176470588235,0.823529411764706,0.176470588235294,0,0.294117647058824,0.0588235294117647,0.647058823529412,0,0.176470588235294,0.235294117647059,0.235294117647059,0.352941176470588,0.529411764705882,0.470588235294118,17,0.000208583838433413,-0.472365219114649,70.2029005974626
"18-34","Vrouw","Roker","Nee (drinkt minder vaak of niet)","Nee","0 - 4.5 uur","Nee (geen enkele moeite of geen moeite, maar wel opletten op uitgaven)","Ja",26.0185185185185,0.777777777777778,0.12037037037037,0.194444444444444,0.00925925925925926,0,0.796296296296296,0.787037037037037,0.185185185185185,0.0277777777777778,0.398148148148148,0.0925925925925926,0.509259259259259,0.0555555555555556,0.12962962962963,0.222222222222222,0.314814814814815,0.277777777777778,0.731481481481482,0.268518518518519,108,0.00132512085592992,-0.357754273852922,72.0364462732844
"18-34","Vrouw","Roker","Nee (drinkt minder vaak of niet)","Nee","0 - 4.5 uur","Nee (geen enkele moeite of geen moeite, maar wel opletten op uitgaven)","Nee",26.2727272727273,0.818181818181818,0.181818181818182,0.181818181818182,0.0909090909090909,0,0.727272727272727,0.818181818181818,0.0909090909090909,0.0909090909090909,0.545454545454545,0,0.454545454545455,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.363636363636364,0.363636363636364,0.454545454545455,0.545454545454545,11,0.000134966013103973,-0.60690351289529,68.0505572394124
"18-34","Vrouw","Roker","Nee (drinkt minder vaak of niet)","Nee","0 - 4.5 uur","Ja (enige of grote moeite)","Neutraal",28.375,0.5625,0.0625,0.25,0.1875,0,0.5625,0.6875,0.25,0.0625,0.0625,0.125,0.8125,0.125,0.5,0.0625,0.125,0.1875,0.5,0.5,16,0.000196314200878506,-1.21783919937731,58.2768093343037
"18-34","Vrouw","Roker","Nee (drinkt minder vaak of niet)","Nee","0 - 4.5 uur","Ja (enige of grote moeite)","Ja",27.5142857142857,0.628571428571429,0.114285714285714,0.214285714285714,0.0857142857142857,0.0142857142857143,0.685714285714286,0.571428571428571,0.371428571428571,0.0571428571428571,0.2,0.228571428571429,0.571428571428571,0.157142857142857,0.3,0.171428571428571,0.228571428571429,0.142857142857143,0.728571428571429,0.271428571428571,70,0.000858874628843464,-1.13539882660767,59.5956902549674
"18-34","Vrouw","Roker","Nee (drinkt minder vaak of niet)","Nee","0 - 4.5 uur","Ja (enige of grote moeite)","Nee",27,0.5,0.0625,0.0625,0,0,0.9375,0.6875,0.25,0.0625,0.1875,0.125,0.6875,0.375,0.125,0.25,0.125,0.125,0.1875,0.8125,16,0.000196314200878506,-1.39241719886887,55.4839108434102
"18-34","Vrouw","Roker","Nee (drinkt minder vaak of niet)","Nee","10+ uur","Nee (geen enkele moeite of geen moeite, maar wel opletten op uitgaven)","Neutraal",21.8,0.7,0,0,0,0,1,0.8,0.1,0.1,0.1,0.3,0.6,0.1,0.4,0.1,0.2,0.2,0.6,0.4,10,0.000122696375549066,-0.583634391450119,68.4228165983117
"18-34","Vrouw","Roker","Nee (drinkt minder vaak of niet)","Nee","10+ uur","Nee (geen enkele moeite of geen moeite, maar wel opletten op uitgaven)","Ja",25.493670886076,0.886075949367089,0.215189873417722,0.126582278481013,0.0379746835443038,0,0.835443037974684,0.860759493670886,0.113924050632911,0.0253164556962025,0.354430379746835,0.113924050632911,0.531645569620253,0.113924050632911,0.113924050632911,0.164556962025316,0.291139240506329,0.316455696202532,0.708860759493671,0.291139240506329,79,0.000969301366837624,-0.308272968878996,72.8280480924805
"18-34","Vrouw","Roker","Nee (drinkt minder vaak of niet)","Nee","10+ uur","Nee (geen enkele moeite of geen moeite, maar wel opletten op uitgaven)","Nee",24.625,1,0.375,0.25,0,0,0.75,1,0,0,0.25,0.375,0.375,0.125,0.125,0.25,0,0.5,0.5,0.5,8,9.8157100439253e-05,-0.496142055189391,69.8225188209228
"18-34","Vrouw","Roker","Nee (drinkt minder vaak of niet)","Nee","10+ uur","Ja (enige of grote moeite)","Neutraal",26,0.2,0,0,0,0,1,0.2,0.8,0,0,0.6,0.4,0.6,0.2,0.2,0,0,0.8,0.2,5,6.13481877745331e-05,-1.53046939965273,53.275352008066
"18-34","Vrouw","Roker","Nee (drinkt minder vaak of niet)","Nee","10+ uur","Ja (enige of grote moeite)","Ja",26.0487804878049,0.585365853658537,0.317073170731707,0.195121951219512,0.024390243902439,0,0.780487804878049,0.682926829268293,0.24390243902439,0.0731707317073171,0.219512195121951,0.24390243902439,0.536585365853659,0.268292682926829,0.24390243902439,0.219512195121951,0.170731707317073,0.0975609756097561,0.609756097560976,0.390243902439024,41,0.000503055139751172,-1.13638203380123,59.5799609082277
"18-34","Vrouw","Roker","Nee (drinkt minder vaak of niet)","Nee","10+ uur","Ja (enige of grote moeite)","Nee",25.6666666666667,0,0,0,0,0,1,0,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0.333333333333333,0.666666666666667,3,3.68089126647199e-05,-2.09477432879965,44.2476028666602
"18-34","Vrouw","Roker","Nee (drinkt minder vaak of niet)","Nee","4.5 - 10 uur","Nee (geen enkele moeite of geen moeite, maar wel opletten op uitgaven)","Neutraal",23.2222222222222,0.888888888888889,0,0.111111111111111,0,0,0.888888888888889,0.888888888888889,0.111111111111111,0,0.222222222222222,0.111111111111111,0.666666666666667,0.222222222222222,0,0.222222222222222,0.222222222222222,0.333333333333333,0.444444444444444,0.555555555555556,9,0.00011042673799416,-0.433190739981299,70.8296138372278
"18-34","Vrouw","Roker","Nee (drinkt minder vaak of niet)","Nee","4.5 - 10 uur","Nee (geen enkele moeite of geen moeite, maar wel opletten op uitgaven)","Ja",26.4153846153846,0.861538461538462,0.123076923076923,0.123076923076923,0.0153846153846154,0,0.861538461538462,0.8,0.169230769230769,0.0307692307692308,0.338461538461538,0.153846153846154,0.507692307692308,0.0769230769230769,0.0923076923076923,0.138461538461538,0.338461538461538,0.353846153846154,0.707692307692308,0.292307692307692,65,0.000797526441068931,-0.316616336495575,72.6945709138373
"18-34","Vrouw","Roker","Nee (drinkt minder vaak of niet)","Nee","4.5 - 10 uur","Nee (geen enkele moeite of geen moeite, maar wel opletten op uitgaven)","Nee",26.3333333333333,0.666666666666667,0,0.111111111111111,0,0,0.888888888888889,0.777777777777778,0.222222222222222,0,0.444444444444444,0,0.555555555555556,0.111111111111111,0.111111111111111,0.222222222222222,0.333333333333333,0.222222222222222,0.444444444444444,0.555555555555556,9,0.00011042673799416,-0.532596033904823,69.2393281414677
"18-34","Vrouw","Roker","Nee (drinkt minder vaak of niet)","Nee","4.5 - 10 uur","Ja (enige of grote moeite)","Neutraal",26.1,0.6,0.2,0.1,0.1,0,0.8,0.5,0.5,0,0.2,0.2,0.6,0.3,0.2,0.1,0.4,0,0.5,0.5,10,0.000122696375549066,-1.2955710876909,57.033254738664
"18-34","Vrouw","Roker","Nee (drinkt minder vaak of niet)","Nee","4.5 - 10 uur","Ja (enige of grote moeite)","Ja",27.075,0.75,0.2,0.175,0,0,0.825,0.725,0.275,0,0.275,0.225,0.5,0.2,0.15,0.3,0.225,0.125,0.625,0.375,40,0.000490785502196265,-1.00529910879237,61.6770252834948
"18-34","Vrouw","Roker","Nee (drinkt minder vaak of niet)","Nee","4.5 - 10 uur","Ja (enige of grote moeite)","Nee",25,0.5,0.166666666666667,0.333333333333333,0,0,0.666666666666667,0.666666666666667,0.166666666666667,0.166666666666667,0.333333333333333,0,0.666666666666667,0.166666666666667,0.333333333333333,0.333333333333333,0,0.166666666666667,0.166666666666667,0.833333333333333,6,7.36178253294398e-05,-1.39245202702589,55.483353662623
"18-34","Vrouw","Roker","Nee (drinkt minder vaak of niet)","Ja","0 - 4.5 uur","Nee (geen enkele moeite of geen moeite, maar wel opletten op uitgaven)","Neutraal",28.7777777777778,0.888888888888889,0.111111111111111,0.333333333333333,0,0,0.666666666666667,0.888888888888889,0.111111111111111,0,0,0.222222222222222,0.777777777777778,0,0.222222222222222,0.333333333333333,0.111111111111111,0.333333333333333,0.777777777777778,0.222222222222222,9,0.00011042673799416,-0.554634108383698,68.8867630695027
"18-34","Vrouw","Roker","Nee (drinkt minder vaak of niet)","Ja","0 - 4.5 uur","Nee (geen enkele moeite of geen moeite, maar wel opletten op uitgaven)","Ja",27.7368421052632,0.631578947368421,0.0526315789473684,0.263157894736842,0.105263157894737,0,0.631578947368421,0.578947368421053,0.421052631578947,0,0.157894736842105,0.210526315789474,0.631578947368421,0.0526315789473684,0.105263157894737,0.368421052631579,0.210526315789474,0.263157894736842,0.736842105263158,0.263157894736842,19,0.000233123113543226,-0.554951309198879,68.8816884914882
"18-34","Vrouw","Roker","Nee (drinkt minder vaak of niet)","Ja","0 - 4.5 uur","Nee (geen enkele moeite of geen moeite, maar wel opletten op uitgaven)","Nee",23.6,0.6,0.2,0,0,0,1,0.6,0.4,0,0,0.8,0.2,0.2,0.2,0.2,0.2,0.2,0.8,0.2,5,6.13481877745331e-05,-0.952049316080894,62.5289153620695
"18-34","Vrouw","Roker","Nee (drinkt minder vaak of niet)","Ja","0 - 4.5 uur","Ja (enige of grote moeite)","Neutraal",29,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1.22696375549066e-05,-1.13890033358481,59.5396731532661
"18-34","Vrouw","Roker","Nee (drinkt minder vaak of niet)","Ja","0 - 4.5 uur","Ja (enige of grote moeite)","Ja",26.75,0.65,0.2,0.2,0,0,0.8,0.6,0.35,0.05,0.1,0.15,0.75,0.05,0.1,0.15,0.3,0.4,0.85,0.15,20,0.000245392751098133,-1.25301633525058,57.7140455841145
"18-34","Vrouw","Roker","Nee (drinkt minder vaak of niet)","Ja","0 - 4.5 uur","Ja (enige of grote moeite)","Nee",29.4285714285714,0.285714285714286,0.142857142857143,0.428571428571429,0.142857142857143,0,0.428571428571429,0.285714285714286,0.714285714285714,0,0.285714285714286,0.428571428571429,0.285714285714286,0.142857142857143,0.285714285714286,0.428571428571429,0.142857142857143,0,0.428571428571429,0.571428571428571,7,8.58874628843464e-05,-1.63595307062934,51.5878244482217
"18-34","Vrouw","Roker","Nee (drinkt minder vaak of niet)","Ja","10+ uur","Nee (geen enkele moeite of geen moeite, maar wel opletten op uitgaven)","Neutraal",25,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1.22696375549066e-05,-0.959499607661982,62.4097256120773
"18-34","Vrouw","Roker","Nee (drinkt minder vaak of niet)","Ja","10+ uur","Nee (geen enkele moeite of geen moeite, maar wel opletten op uitgaven)","Ja",26,0.705882352941177,0.117647058823529,0.176470588235294,0,0,0.823529411764706,0.588235294117647,0.352941176470588,0.0588235294117647,0.117647058823529,0.294117647058824,0.588235294117647,0.0588235294117647,0.294117647058824,0.235294117647059,0.294117647058824,0.117647058823529,0.764705882352941,0.235294117647059,17,0.000208583838433413,-0.601301637105967,68.1401760372205
"18-34","Vrouw","Roker","Nee (drinkt minder vaak of niet)","Ja","10+ uur","Nee (geen enkele moeite of geen moeite, maar wel opletten op uitgaven)","Nee",29,0.5,0,0.5,0,0,0.5,0,0.5,0.5,0,0,1,0,0,0,0.5,0.5,0.5,0.5,2,2.45392751098133e-05,-1.19660007381829,58.6165928230278
"18-34","Vrouw","Roker","Nee (drinkt minder vaak of niet)","Ja","10+ uur","Ja (enige of grote moeite)","Neutraal",32,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1.22696375549066e-05,-1.22333849304393,58.1888316450919
"18-34","Vrouw","Roker","Nee (drinkt minder vaak of niet)","Ja","10+ uur","Ja (enige of grote moeite)","Ja",28.5,0.5,0,0.25,0,0,0.75,0.75,0.25,0,0,0.25,0.75,0,0,0.5,0.25,0.25,1,0,4,4.90785502196265e-05,-1.08624994981654,60.3819738887519
"18-34","Vrouw","Roker","Nee (drinkt minder vaak of niet)","Ja","10+ uur","Ja (enige of grote moeite)","Nee",24,0.666666666666667,0,0,0,0,1,0.666666666666667,0.333333333333333,0,0.333333333333333,0,0.666666666666667,0,0,0,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,3,3.68089126647199e-05,-1.3621032390967,55.9688735119439
"18-34","Vrouw","Roker","Nee (drinkt minder vaak of niet)","Ja","4.5 - 10 uur","Nee (geen enkele moeite of geen moeite, maar wel opletten op uitgaven)","Neutraal",20,1,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0.5,0.5,2,2.45392751098133e-05,-0.671277040186316,67.020709677015
"18-34","Vrouw","Roker","Nee (drinkt minder vaak of niet)","Ja","4.5 - 10 uur","Nee (geen enkele moeite of geen moeite, maar wel opletten op uitgaven)","Ja",30.5714285714286,0.714285714285714,0,0.142857142857143,0.142857142857143,0,0.714285714285714,0.571428571428571,0.428571428571429,0,0.285714285714286,0,0.714285714285714,0,0.142857142857143,0.142857142857143,0.285714285714286,0.428571428571429,0.285714285714286,0.714285714285714,7,8.58874628843464e-05,-0.471845165989979,70.2112204063235
"18-34","Vrouw","Roker","Nee (drinkt minder vaak of niet)","Ja","4.5 - 10 uur","Nee (geen enkele moeite of geen moeite, maar wel opletten op uitgaven)","Nee",22.5,1,0,0,0,0,1,0,1,0,0,0.5,0.5,0,0,0,0,1,0.5,0.5,2,2.45392751098133e-05,-1.03524173510982,61.198003206836
"18-34","Vrouw","Roker","Nee (drinkt minder vaak of niet)","Ja","4.5 - 10 uur","Ja (enige of grote moeite)","Neutraal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18-34","Vrouw","Roker","Nee (drinkt minder vaak of niet)","Ja","4.5 - 10 uur","Ja (enige of grote moeite)","Ja",26.3,0.5,0.1,0.3,0,0,0.7,0.5,0.4,0.1,0.1,0.3,0.6,0.1,0.2,0.4,0.3,0,0.7,0.3,10,0.000122696375549066,-1.32127325639251,56.622071494564
"18-34","Vrouw","Roker","Nee (drinkt minder vaak of niet)","Ja","4.5 - 10 uur","Ja (enige of grote moeite)","Nee",26.1428571428571,0.142857142857143,0,0,0,0,1,0.285714285714286,0.571428571428571,0.142857142857143,0.285714285714286,0.142857142857143,0.571428571428571,0.285714285714286,0.428571428571429,0.142857142857143,0,0.142857142857143,0.428571428571429,0.571428571428571,7,8.58874628843464e-05,-1.76655359233188,49.4984775600958
